Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
638,11850952,"Mai Phạm 17","2024-03-29 08:36:30",0.80143,3,maiphm17
639,10628078,"Moaaz Reda","2024-03-29 12:01:28",0.80143,7,moaazreda
640,11855774,lituldust,"2024-04-04 14:30:35",0.80143,10,lituldust
641,11856922,"Jessica #11","2024-03-30 05:43:46",0.80143,1,sagesoda11
642,11857820,"Hayat #2","2024-03-30 08:20:43",0.80143,1,hayatgouhi
643,10880118,ywboo,"2024-04-01 09:09:46",0.80143,3,ywbookk
644,10880179,YaaaaaaNan,"2024-04-01 14:10:31",0.80143,1,yaaaaaanan
645,10880330,LiuHuanY,"2024-04-01 15:01:01",0.80143,3,liuhuany
646,10879510,qianxiaoanran,"2024-04-01 15:29:33",0.80143,1,qianxiaoanran
647,11516156,"Nandu B C","2024-04-01 20:14:34",0.80143,1,nandubc
648,10880296,Zzzzzyrfy,"2024-04-02 05:46:20",0.80143,1,zzzzzyrfy
649,10880152,huangshanshuo,"2024-04-02 07:10:52",0.80143,1,huangshanshuo
650,10880251,余宇新,"2024-04-02 07:38:13",0.80143,4,yyxyyxyyxyyx
651,11875582,NguyenHaiDangUIT,"2024-04-02 08:01:28",0.80143,2,nguyenhaidanguit
652,10880055,Peijiwu,"2024-04-02 08:43:36",0.80143,2,peijiwu
653,11771936,"Aeron Mathew Aguilar","2024-04-02 16:18:40",0.80143,28,aeronmathewaguilar
654,11545485,"Jen Berenguel","2024-04-02 17:08:40",0.80143,3,jendoll
655,11877618,"Geoff Hurst","2024-04-02 17:02:01",0.80143,6,geoffhurst
656,11879412,"Liam Curran","2024-04-02 17:07:24",0.80143,1,liamcurran1
657,11883946,sergeysavinovv,"2024-04-03 09:00:31",0.80143,2,vesselchakk
658,11884453,"DAI XINRUI","2024-04-04 07:13:47",0.80143,8,daixinrui
659,11885898,KaiMiyazawa,"2024-04-03 15:07:13",0.80143,2,kaimiyazawa
660,11887335,"Roman Chernobrovkin","2024-04-04 04:16:25",0.80143,3,romanchernobrovkin
661,11770952,yaswanth_prabhu,"2024-04-04 07:12:03",0.80143,2,yaswanthprabhu
662,11795051,DrummerFank,"2024-04-04 07:14:30",0.80143,12,drummerfank
663,11881306,"Pierre Gatinois","2024-04-05 22:16:28",0.80143,7,pierregatinois
664,11900500,Cogito,"2024-04-07 22:44:18",0.80143,3,li87oo
665,11900791,"Phuc Dinh","2024-04-06 03:55:11",0.80143,5,phucdinh
666,11177585,"Davide Crociati","2024-04-06 13:40:24",0.80143,2,davidecrociati
667,11860093,ClemensWondrak,"2024-04-06 20:35:40",0.80143,34,clemenswondrak
668,4119220,"Renan Santos #2","2024-04-07 01:13:22",0.80143,1,rantos
669,9551097,"Ester Cifuentes Quiles","2024-04-07 14:32:26",0.80143,4,estercifuentesquiles
670,11910528,"Zoe Himwich","2024-04-08 04:51:14",0.80143,1,zoehimwich
671,11902920,"Shiv Katira","2024-04-11 04:53:21",0.80143,3,shivkatira
672,11912555,"Ksyusha Astakhova","2024-04-08 12:10:22",0.80143,1,ksyushaastakhova
673,11806934,lfss_zxj,"2024-04-12 06:30:42",0.80143,61,lfsszxj
674,11915123,Tanmoy6174,"2024-04-08 20:40:15",0.80143,1,tanmoy6174
675,11918937,Jaki-N,"2024-04-09 10:53:13",0.80143,1,javkhlann
676,11920786,"Drishti Sharma DS","2024-04-09 16:25:43",0.80143,1,drishtisharmads
677,11922670,"Ashton Benson","2024-04-10 02:28:52",0.80143,3,ashtonbenson
678,10680877,"Mingtao Zheng","2024-04-10 03:26:09",0.80143,2,mingtaozheng
679,10905941,杨金荣Y,"2024-04-10 08:16:24",0.80143,1,yangjinrong
680,11926811,"Garima Raheja","2024-04-10 18:46:56",0.80143,2,graheja
681,11927014,"Daniel Kenney","2024-04-10 19:49:41",0.80143,1,danielkenney99
682,11927465,"Osama Y. Hamid ","2024-04-10 23:12:38",0.80143,1,osamayhamid
683,11928531,"Kartikey V Hebbar","2024-04-11 03:34:42",0.80143,1,gizmosoft
684,11929433,Andongju,"2024-04-11 07:39:44",0.80143,2,andongju
685,11933239,"Reece Jackson","2024-04-11 21:47:14",0.80143,1,reecejackson96
686,11932480,wjdaniel,"2024-04-12 00:37:28",0.80143,8,wjdaniel
687,11935699,eliztmq,"2024-04-12 09:44:19",0.80143,1,eliztmq
688,10880222,棒棒碎冰冰,"2024-04-12 16:26:08",0.80143,4,niuzonghui
689,9801277,sosatb,"2024-04-13 08:12:13",0.80143,44,sosatb
690,11938578,nikhilsakhare9,"2024-04-12 23:17:43",0.80143,1,nikhilsakhare9
691,5309656,"Takuya #3","2024-04-13 02:31:42",0.80143,2,takuya07
692,11939230,"Zola Qingyang Yin","2024-04-17 03:13:15",0.80143,2,zolaqingyangyin
693,11864714,zaozaozaozi,"2024-04-13 08:29:21",0.80143,2,zaozaozaozi
694,11791336,ArtemBoldin,"2024-04-13 08:33:57",0.80143,14,artemboldin
695,11943872,Deekshith29,"2024-04-13 21:45:59",0.80143,2,deekshith29
696,11946029,Santrupti,"2024-04-14 10:26:00",0.80143,1,santruptii
697,11946606,"ibrahim #5","2024-04-14 12:51:53",0.80143,1,ialtun
698,11947556,"Joe A. Amooli","2024-04-14 18:39:24",0.80143,3,joeaamooli
699,11935260,Niranjan0303,"2024-04-17 08:02:01",0.80143,21,niranjan0303
700,11913533,XShellxShockX,"2024-04-15 20:14:18",0.80143,24,xshellxshockx
701,11955112,"han jian","2024-04-16 02:09:23",0.80143,1,handjane
702,11898835,Haruto.kaggle,"2024-04-16 13:31:03",0.80143,3,harutokaggle
703,11951516,"Tom Dimitrievski","2024-04-17 09:48:48",0.80143,4,tomdimitrievski
704,11952115,"Zijing Yao","2024-04-17 12:14:26",0.80143,2,zijingyao
705,11753781,"Naimul Hasan Shadesh","2024-04-17 15:34:05",0.80143,4,shadesh
706,11959140,"Wael Mchantaf","2024-04-17 16:35:37",0.80143,6,strelitzia000
707,9452795,ああ,"2024-02-18 14:19:52",0.79904,3,duomo758
708,11660411,RiccoV,"2024-02-20 07:26:51",0.79904,6,riccov
709,11677204,"Chris Clark #2","2024-02-23 21:42:12",0.79904,4,chrisclark1016
710,11671825,"Nicolas Chagnet","2024-04-16 19:42:05",0.79904,10,nicolaschagnet
711,11229462,"Sean Moch","2024-02-28 10:48:08",0.79904,17,seanmoch
712,11677666,bakhsishamza,"2024-02-27 00:32:58",0.79904,4,bakhsishamza
713,11664663,CHMax90,"2024-03-01 05:55:40",0.79904,28,chmax90
714,11659011,Wrs-Arch,"2024-03-12 17:08:20",0.79904,21,wrsarch
715,11547705,"Maciej Obszanski","2024-03-12 08:02:08",0.79904,12,maciejobszanski
716,11726133,"Szymon Pietrzak122","2024-03-04 18:38:27",0.79904,4,szymonpietrzak122
717,11700886,SAMSAD97,"2024-03-04 21:53:26",0.79904,15,samsad97
718,11715865,"wang zitong","2024-03-15 07:23:30",0.79904,12,kallysdadaw
719,11729923,"Rocelle Andrea Belandres","2024-04-11 13:37:49",0.79904,16,rainnebelandres
720,11730890,"Huang Smith","2024-03-06 04:47:30",0.79904,3,huangsmith
721,11742843,guidelli,"2024-03-08 13:52:12",0.79904,4,guidelli
722,11752224,OUC_阎昭宇,"2024-03-10 10:14:58",0.79904,2,oucyzy
723,11777346,Celine_xxy,"2024-03-14 14:51:37",0.79904,5,celinexxy
724,11772686,"selyan chergui","2024-03-16 16:02:41",0.79904,20,selyanchergui
725,8405219,AnuragSinghChoudhary,"2024-03-16 09:48:10",0.79904,1,anuragsinghchoudhary
726,11787411,denmire,"2024-03-19 13:18:43",0.79904,6,"aweroesp,denmire,fwishy,nonsouris"
727,10880778,"Mateusz Stachnik","2024-03-17 22:18:34",0.79904,2,mateuszstachnik
728,11557218,dai_nishijima,"2024-03-18 08:17:34",0.79904,3,dainishijima
729,11709268,"Arash Sanaiha","2024-03-20 17:40:14",0.79904,39,arashsanaiha
730,10859371,Alirezabln,"2024-03-19 04:54:53",0.79904,6,alirezabln
731,11800631,"Lee JeongHyeop","2024-03-19 08:35:37",0.79904,10,leejeonghyeop
732,11810968,"Jiraphat Jamprasert","2024-03-21 05:17:37",0.79904,5,jiraphatjamprasert
733,9435777,damianrup,"2024-03-22 13:07:45",0.79904,4,damianrup
734,11824630,"Daniil Kirichenko","2024-03-24 22:04:45",0.79904,10,daniilkirichenko
735,11809955,"Marcelo Balbino Filho","2024-03-27 02:20:27",0.79904,8,marcelobalbinofilho
736,11824003,Ducker,"2024-03-28 00:37:02",0.79904,40,yongchenglai
737,11827395,fluppycat,"2024-03-28 00:53:33",0.79904,20,fluppycat
738,11846069,"Junaid #6","2024-03-29 06:57:26",0.79904,2,junaid01
739,11834845,"Soma01EDU gl_03_2024","2024-03-28 19:46:33",0.79904,10,soma01edugl032024
740,11870479,"Mac John Bautista","2024-04-02 11:42:26",0.79904,5,macjohnbautista
741,11875953,"Iain Bowman1410","2024-04-02 10:17:20",0.79904,2,iainbowman1410
742,11886541,"Jonathan Teagan","2024-04-03 18:18:36",0.79904,10,jonathanteagan
743,11739172,"Gaming Mike","2024-04-11 14:23:01",0.79904,25,gamingmike
744,11892305,"Jojo Sadge","2024-04-04 12:45:55",0.79904,2,jojosadge
745,11675405,AY2324T2LBOEC3AEJ21P1,"2024-04-09 06:30:39",0.79904,7,"charlesfrancisgozun,dereklimketkai,donamarabe,eijijohanndee,paulnathanlam"
746,11149224,"Jun Toda","2024-04-05 02:56:17",0.79904,2,juntoda
747,11897903,"Sudheer Mani1987","2024-04-06 11:39:08",0.79904,15,sudheermani1987
748,11634508,"Andrew Jang #2","2024-04-08 22:40:58",0.79904,4,ajang9
749,11795725,MicTur,"2024-04-09 06:05:36",0.79904,2,mictur
750,11896324,"Carter Besson","2024-04-17 04:57:54",0.79904,52,carterbesson
751,11940155,"Alejo, Juan Paolo","2024-04-13 06:47:01",0.79904,3,alejojuanpaolo
752,10749812,dang-gu,"2024-04-13 09:06:54",0.79904,12,danggu
753,11942009,SaraSpr,"2024-04-14 10:01:41",0.79904,20,saraspr
754,11951308,"terry long (Youlin Long)","2024-04-17 04:03:25",0.79904,13,terrylongyoulinlong
755,11653531,"Nayan Goyal","2024-02-27 08:47:07",0.79665,9,goyalnayan
756,7539494,"Yang Bing Ru","2024-02-18 15:44:38",0.79665,2,yangbingru
757,11639429,hiroe28,"2024-03-14 08:47:59",0.79665,9,hiroe28
758,11599523,kongtrio,"2024-02-26 01:47:49",0.79665,52,kongtrio
759,11616516,"Isra RM","2024-03-08 20:10:08",0.79665,26,israrm
760,11362468,"Sahil Garg #3","2024-02-27 13:39:54",0.79665,29,sahilgarg07
761,11682475,"AJAY #4","2024-02-25 08:01:12",0.79665,1,ajukhatri
762,11669555,Dardick,"2024-03-14 13:26:54",0.79665,13,"radialene,yikailai"
763,11685842,"Hasni Kannangara","2024-02-26 07:54:48",0.79665,2,hasnikannangara
764,11675191,"Musaev Hasan","2024-02-27 14:56:50",0.79665,7,musaevhasan
765,11688922,"Faris Allaf","2024-02-27 06:23:35",0.79665,2,farisallaf
766,10026523,Kenchii,"2024-02-27 09:33:21",0.79665,2,kenchii
767,8893265,"Suyash Kapil","2024-02-28 13:25:53",0.79665,1,suyashkapil
768,11706766,"Zachary Jennings","2024-03-02 04:20:01",0.79665,11,zacharyjennings
769,11708838,yamotod,"2024-03-02 15:12:18",0.79665,5,yamotod
770,8662194,Uebo,"2024-03-02 16:34:02",0.79665,3,uebokoki
771,11717235,watruri,"2024-03-03 05:56:43",0.79665,4,watruri
772,11715834,shenzijun,"2024-03-03 07:51:51",0.79665,9,shenzijun
773,11702407,"Amal Nath M","2024-03-11 06:27:06",0.79665,59,amalnathm
774,8796069,"Vitaly Simonov","2024-03-29 13:51:40",0.79665,13,vitalysimonov
775,7848569,"JP VijayKumar","2024-04-01 19:22:12",0.79665,34,jpvijaykumar
776,11660595,Asteralytics,"2024-03-11 17:20:13",0.79665,40,"glorymbumba,jamesnjugunanganga"
777,11733604,moxiazz,"2024-03-06 00:50:41",0.79665,1,moxiazz
778,11663595,RajPatil_7,"2024-03-08 05:31:31",0.79665,55,rajpatil7
779,11729225,okibomu,"2024-03-06 10:27:48",0.79665,12,okibomu
780,11589172,"Leonid Vashchyn","2024-03-08 15:55:00",0.79665,15,leonidvashchyn
781,11678365,changjiangzhang2023,"2024-03-12 09:03:34",0.79665,33,changjiangzhang2023
782,10893566,kmkm44511,"2024-03-16 08:43:02",0.79665,23,kmkm44511
783,11755348,aahnina,"2024-03-14 03:47:04",0.79665,19,aahnina
784,11767779,PivotClubKu,"2024-03-12 13:04:42",0.79665,2,pivotclubku
785,11743267,dsanchez,"2024-03-15 09:09:53",0.79665,12,ladianita
786,11773467,Rijuff,"2024-03-13 14:41:56",0.79665,5,rijuff
787,11767612,Shangyilei,"2024-03-14 15:13:41",0.79665,10,shangyilei
788,9490431,"Choo B","2024-03-15 00:37:16",0.79665,1,darylb
789,11046960,"Greg Spitz","2024-03-15 01:37:20",0.79665,1,gregspitz
790,11782302,2232833,"2024-03-15 11:01:01",0.79665,1,jinghongyu
791,11796257,m1254009,"2024-03-18 16:19:36",0.79665,9,m1254009
792,11799125,ganxing,"2024-03-19 07:13:02",0.79665,4,ganxing
793,7040183,"surya #67","2024-03-20 00:24:59",0.79665,6,surya1998
794,11800612,"Luisa Weibelzahl","2024-03-20 15:48:09",0.79665,11,luisaweibelzahl
795,11813073,jccccj,"2024-03-21 13:31:57",0.79665,1,jccccj
796,11814295,"Hassan Ali #4","2024-03-21 19:09:46",0.79665,1,hassanali1268
797,11806663,j89285,"2024-03-23 05:59:39",0.79665,7,j89285
798,11816173,"chang hong yi","2024-03-24 09:57:46",0.79665,30,changhongyi
799,11823780,rc23aak,"2024-03-24 10:48:26",0.79665,10,rc23aak
800,11809814,akira5050,"2024-03-25 05:16:26",0.79665,3,akira5050
801,5344322,pedrodematos,"2024-03-30 17:22:34",0.79665,4,pedrodematos
802,11841252,"Tianrong Zhang","2024-03-31 08:25:27",0.79665,11,zhangtr02
803,11795876,bingjieW,"2024-03-30 05:13:25",0.79665,24,bingjiew
804,11867073,"Milena Ayvazyan","2024-04-04 20:36:42",0.79665,8,milenaayvazyan
805,3541278,"Adolfo Moreno","2024-04-02 14:17:27",0.79665,10,amorenob
806,11881611,"Edward Bolger","2024-04-03 17:28:39",0.79665,11,edwardbolger
807,11824549,"Mitko Stoychev","2024-04-03 14:50:40",0.79665,27,mitkostoychev
808,11655694,kenny1109,"2024-04-17 03:51:30",0.79665,60,kenny1109
809,11884676,classenemy,"2024-04-03 21:33:00",0.79665,4,classenemy
810,11884287,NF0512,"2024-04-04 13:27:41",0.79665,9,nf0512
811,11762326,"Elias Seidman","2024-04-08 14:34:29",0.79665,73,eliasseidman
812,11894803,"Umut Berke Koç","2024-04-15 23:04:36",0.79665,9,umutberkekoc
813,11895767,"Sudheer Mani","2024-04-05 10:19:51",0.79665,10,sudheermani
814,11900391,sigmaaaaaaaa,"2024-04-05 22:38:20",0.79665,10,sigmaaaaaaaa
815,11907936,"Menglin Wu","2024-04-07 14:50:16",0.79665,1,menglinwu
816,11896917,Hoseinnnn243,"2024-04-08 07:09:05",0.79665,8,hoseinnnn243
817,11900642,D_Dubs_420,"2024-04-08 16:46:17",0.79665,20,ddubs420
818,11624280,"Ryan Frauenheim","2024-04-08 16:34:07",0.79665,9,ryanfrauenheim
819,11904808,nopeydoo,"2024-04-08 21:16:36",0.79665,25,nopeydoo
820,11914901,Buzzap蜜蜂,"2024-04-08 19:53:23",0.79665,1,buzzap
821,11896739,gyozaumai,"2024-04-11 10:24:10",0.79665,2,gyozaumai
822,11930676,OUCliuzhiyu1,"2024-04-12 06:12:29",0.79665,4,oucliuzhiyu1
823,9038535,"Sadaki Awada","2024-04-15 08:28:49",0.79665,6,sadakiawada
824,11506923,SebastianS_123,"2024-04-16 15:00:21",0.79665,14,sebastians123
825,11936512,flagchens,"2024-04-14 13:07:25",0.79665,15,flagchens
826,9901074,"Noé Besset","2024-04-15 15:13:29",0.79665,1,nobesset
827,11881782,"Олена Бударагіна","2024-04-16 13:59:52",0.79665,90,obudarahina
828,10736920,fangbingxiao,"2024-04-17 01:06:19",0.79665,59,fangbingxiao
829,10466532,"Ethan Buck","2024-04-17 02:11:57",0.79665,1,ethanbuck
830,11550099,"Cedar Larson","2024-04-04 14:54:12",0.79425,2,cedarl
831,11646126,"Mostafa Elhabashy","2024-03-12 11:19:44",0.79425,32,mostafaelhabashy
832,11657855,"Willian Klein De Gois","2024-02-22 02:10:14",0.79425,10,williankleindegois
833,11644854,"Mario Klobucaric","2024-02-26 17:12:37",0.79425,71,mklobucaric
834,11662909,EvitFan,"2024-02-20 22:59:49",0.79425,8,evitfan
835,10198001,"Anzhelina Shevchuk","2024-02-20 21:28:39",0.79425,3,anzhelinashevchuk
836,11616313,"Patrick Asiimwe","2024-02-21 07:07:23",0.79425,1,patrickasiimwe
837,11590988,"Quentin Pichard","2024-02-22 10:57:22",0.79425,20,quentinpichard
838,11666973,"İbrahim Y.","2024-03-26 19:03:54",0.79425,9,brahimy
839,11600153,kookmin1916,"2024-02-22 09:04:23",0.79425,28,kookmin1916
840,11649481,ryo_moch,"2024-03-21 14:59:22",0.79425,43,ryomoch
841,11676314,"Rhys Morgan #2","2024-02-23 17:28:35",0.79425,9,rhysamorgan
842,11663592,Bhargav_Ram,"2024-03-05 22:37:13",0.79425,50,bhargavram9499
843,7419961,"Tiago Henrique","2024-02-27 22:02:03",0.79425,2,tiagohrpg
844,11680611,fizzynoah,"2024-02-29 02:47:11",0.79425,50,fizzynoah
845,11695853,liaoyouxi,"2024-02-29 06:58:57",0.79425,7,liaoyouxi
846,11652007,"Damian Kuraś","2024-03-01 03:08:15",0.79425,14,damiankuras
847,10904065,dfgfdgdgdf,"2024-03-02 06:04:42",0.79425,1,dfgfdgdgdf
848,11717040,ouc_xunxingle,"2024-03-04 00:26:22",0.79425,17,oucxunxingle
849,7626680,"marsh 30","2024-03-03 09:42:27",0.79425,3,marsh30
850,11718825,"Juan #14","2024-03-03 12:03:34",0.79425,2,kingjuan
851,11727635,Ovven12138,"2024-03-05 06:04:44",0.79425,4,ovven12138
852,11656364,TabulaSamarage,"2024-03-26 09:22:40",0.79425,31,tabulasamarage
853,11730033,"Amal Nath-KeyValue","2024-03-12 05:20:13",0.79425,44,amalnathkeyvalue
854,11732918,"yangyu #2","2024-03-05 21:26:41",0.79425,5,yangyuethz
855,11663606,"Dilushika Sewwandi","2024-03-08 03:05:04",0.79425,36,dilushikasewwandi
856,11663297,VSumanth_97,"2024-03-07 06:35:17",0.79425,18,vsumanth97
857,11695272,"V Sumanth Kumar","2024-03-07 06:34:43",0.79425,19,vsumanthkumar
858,11663608,"Sumanth Kumar_V","2024-03-07 05:41:36",0.79425,95,sumanthkumarv
859,11726601,"sumanth kumar vsk","2024-03-07 06:22:20",0.79425,28,sumanthkumarvsk
860,11689683,TypeYippie,"2024-03-07 09:05:20",0.79425,15,typeyippie
861,7626800,mooc,"2024-03-07 07:13:26",0.79425,1,mooc2016
862,11671854,"MAHI JACOB RAJ","2024-03-07 16:55:10",0.79425,39,mahijacobraj
863,11689892,"Varun Reddy Mora","2024-03-08 03:07:52",0.79425,40,varunreddymora
864,11663626,"MORA VARUN REDDY","2024-03-08 05:45:42",0.79425,67,moravarunreddy
865,7412813,GW1135063213,"2024-03-08 08:23:38",0.79425,1,gw1135063213
866,7433537,"Vincent ZILLIOX","2024-03-16 09:52:55",0.79425,19,vincentzilliox
867,9847148,"Никита Гусев","2024-03-09 04:08:59",0.79425,11,bosirokuske
868,2971358,"Nikita Miroshnichenko","2024-03-09 13:44:31",0.79425,10,lebaranto
869,11635849,MountainDEW_tanemura,"2024-03-21 06:46:48",0.79425,57,leontanemura
870,11761060,eltahir,"2024-04-04 07:50:34",0.79425,25,eltahir
871,11770529,P5G1,"2024-03-13 11:14:08",0.79425,5,"adrian2000,ainicholas,miloyblitz,prowind,sobayo"
872,11746143,"Chanakya VBSL","2024-04-07 04:24:47",0.79425,10,vbslchanakya
873,11761375,JayusYang,"2024-03-14 14:08:23",0.79425,3,jayusyang
874,11778718,"Marie Susann Kufner","2024-03-14 14:42:44",0.79425,4,mariesusannkufner
875,11778974,"TONG Jasmine","2024-03-15 06:41:03",0.79425,7,tongjasmine
876,6284213,wbs_zzw,"2024-03-14 21:19:34",0.79425,4,wbszzw
877,11781707,"Li Tracyyyyyyyyy","2024-03-15 08:44:08",0.79425,1,litracyyyyyyyyy
878,11782478,Zyy314159,"2024-03-20 04:14:16",0.79425,11,zyy314159
879,11782691,"MuhanWang #2","2024-03-15 12:51:23",0.79425,1,muhanking
880,11783232,"Chan Longson","2024-03-15 14:53:55",0.79425,3,chanlongson
881,11783270,"Kong Po Fung","2024-04-12 15:46:39",0.79425,2,kongpofung
882,11783486,"pius yeh","2024-03-15 15:26:21",0.79425,1,piusyeh
883,11783590,BitNebula,"2024-03-15 15:45:49",0.79425,1,bitnebula
884,11784642,"Jairoh Tuada","2024-03-15 21:42:38",0.79425,2,jairohtuada
885,48305,"Nikos Kourounis","2024-03-18 22:14:23",0.79425,42,nikoskourounis
886,11584372,"Gamma Omega","2024-03-22 23:50:52",0.79425,40,gammaomega
887,11640687,"Kalle Nikula-Gill","2024-03-20 14:27:34",0.79425,42,kallenikulagill
888,11803637,"Beatriz Pereira","2024-03-27 18:59:35",0.79425,11,trizmp
889,11806196,"Iñigo Soriano","2024-04-02 22:36:21",0.79425,20,iigosoriano
890,11669933,AY2324T2LBOEC3AEE1G4P1,"2024-04-16 11:47:59",0.79425,51,"eronmackenzieramos,heiseimansanadez,hyeonyulkim,johnclarencecordero,rjaymzdelacruz"
891,11808144,2232843,"2024-03-20 15:31:47",0.79425,1,newblackcow
892,10405347,"Sasikarn L","2024-04-04 14:22:06",0.79425,12,sasikarnl
893,11810923,"Christian Marin","2024-03-28 03:34:27",0.79425,14,christianmarinie
894,11813754,"Nuclear Geek","2024-03-25 02:18:31",0.79425,44,nucleargeek
895,11813539,SynthTSteel,"2024-03-22 13:04:16",0.79425,19,synthtsteel
896,6270255,"Dr. Murat ALTUN","2024-03-23 15:27:56",0.79425,14,drmurataltun
897,11822536,Rosebud,"2024-03-24 02:37:26",0.79425,3,r0s3budf
898,11828584,"NIHIL MATHEW A","2024-03-25 14:40:32",0.79425,5,nihilmathew
899,10622390,"h m m m m","2024-03-26 13:14:43",0.79425,17,mklbza
900,11834374,JoDivs,"2024-03-26 13:22:36",0.79425,2,jodivs
901,11804606,"Jonathan Divino","2024-04-03 00:48:35",0.79425,19,jonathandivino
902,11839402,"Zyreel Ilagan","2024-03-27 09:25:28",0.79425,1,zyreelilagan
903,11665512,AY2324T2LBOEC3AEJ1G3P1,"2024-04-14 15:55:14",0.79425,7,"adriannadriano,adriannatividad,jeremiahjeddjuantong,romaniiibuan"
904,11839663,"Yuyao Zhao","2024-03-27 10:28:22",0.79425,10,yuyaozhao
905,11840893,"Pranjal #4","2024-03-27 14:35:41",0.79425,1,pranjal67
906,11841298,bogsbogs,"2024-03-30 15:31:00",0.79425,20,bogsbogs
907,620867,impulsecorp,"2024-04-17 15:18:03",0.79425,45,impulsecorp
908,11804597,"Daniel Inigo Soriano","2024-04-03 05:30:47",0.79425,40,danielinigosoriano
909,11734486,RP1127,"2024-03-28 08:03:42",0.79425,8,rp1127
910,11847026,"Vipul Singh Rana","2024-03-28 14:17:55",0.79425,1,vipulsinghrana
911,11850120,Parveen98,"2024-03-29 05:04:08",0.79425,1,parveen98
912,11770724,"Roberto Jaime Salvador","2024-04-13 10:24:38",0.79425,45,robertojaimesalvador
913,11804992,"Antonelo Magturo","2024-04-02 11:55:15",0.79425,21,antonelomagturo
914,8476858,"Nagarjun Narayan","2024-04-02 11:13:53",0.79425,10,nagarjunnarayan
915,11852149,DeN.Lop,"2024-04-13 08:40:53",0.79425,19,"denlop,richelleannemanaloto,richmanaloto,uzziahollegalero"
916,11854431,jhcorona,"2024-03-29 22:33:39",0.79425,10,jhcorona
917,11850869,jpcind,"2024-03-30 04:13:43",0.79425,20,jpcind
918,11862467,"Vinicius De Martin","2024-03-31 00:41:56",0.79425,7,viniciusdemartin
919,11321696,JoelTPatterson,"2024-04-04 15:21:40",0.79425,11,joeltpatterson
920,11863147,sunahKIM,"2024-04-02 15:47:23",0.79425,13,sunahkimkkobugi
921,11875195,"Hao Li #5","2024-04-02 06:57:23",0.79425,1,haooli1
922,11734113,"Kenan Banal","2024-04-03 04:09:56",0.79425,218,kenanbanal
923,11873390,"Amira Colman","2024-04-02 14:29:45",0.79425,2,amiracolman
924,11769279,"Jalen Andre Barcelona","2024-04-02 14:47:16",0.79425,3,jalenandrebarcelona
925,11877864,"John Ulrich","2024-04-02 15:26:43",0.79425,6,onlyace
926,11879566,"Rodric Hones","2024-04-02 17:37:38",0.79425,1,rodrichones
927,11886325,"Tino Reji","2024-04-03 16:37:28",0.79425,1,tinoreji
928,11631098,VivekVangala2,"2024-04-04 03:17:07",0.79425,11,vivekvangala2
929,11669958,Y2324T2LBOEC3AEE1G3P1,"2024-04-16 08:25:00",0.79425,18,"angelinegraceayuban,christinetabang,johnrapacon,reiuntiveros,rubenjustinelim"
930,11900524,akoooosh,"2024-04-05 23:25:00",0.79425,10,akoooosh
931,11904985,"Shipra Sinha","2024-04-08 02:43:14",0.79425,5,shiprasinhakaggle
932,11906312,GurkiratSingh11,"2024-04-07 07:56:39",0.79425,1,gurkiratsingh11
933,11906397,"NISHANT BANSAL","2024-04-07 08:15:24",0.79425,1,nishantbansal7
934,11906485,AnshulGarg1811,"2024-04-07 08:37:48",0.79425,1,anshulgarg1811
935,11906544,"Hargun Singh 1511","2024-04-07 08:51:49",0.79425,1,hargunsingh1511
936,11908423,SanketSharma,"2024-04-07 16:43:18",0.79425,1,sanket10120987658
937,11756456,AshenOneBot1,"2024-04-08 01:30:14",0.79425,36,ashenonebot1
938,11910816,"sreekanthreddy maddur","2024-04-08 06:18:15",0.79425,3,sreekanthreddymaddur
939,11631846,"Abena Adu Newman","2024-04-08 19:04:36",0.79425,8,abenaadunewman
940,1284207,NMartin,"2024-04-08 23:30:40",0.79425,9,nmartin12
941,635868,"Ray Cajara","2024-04-09 01:52:11",0.79425,3,rtcajara
942,11668007,AY2324T2LBOEC3AEW2G4P1,"2024-04-14 13:53:52",0.79425,7,"eddryckbenjaminyao,giomiguelhernandez,haruminavarro,nicolhmarieyap,raphaelserrano1117"
943,11884485,qiongg_937,"2024-04-09 15:09:38",0.79425,4,qiongg937
944,11921442,"Pchelin Konstantin","2024-04-10 09:52:58",0.79425,6,pchelinkonstantin
945,11920624,marcy121,"2024-04-13 14:32:52",0.79425,4,marcy121
946,11665387,"LBOEC3A G5 P1","2024-04-15 11:37:26",0.79425,19,"kryzameimonte,nigelalecguison,shayneannemakilan"
947,11245201,Linolium,"2024-04-12 11:25:35",0.79425,1,linuszarse
948,11938969,"Julienne Bettina Ulit","2024-04-13 01:31:52",0.79425,1,juliennebettinaulit
949,11939320,"Dominic Ross David","2024-04-13 02:58:46",0.79425,1,dominicrossdavid
950,11928852,thereisnourflevel,"2024-04-15 06:04:39",0.79425,48,danielpiede
951,11949897,"Jeorge J","2024-04-15 05:03:16",0.79425,1,jeorgej
952,11951919,"Kacper Sarnowski","2024-04-15 13:09:27",0.79425,7,kacpersarnowski
953,11935958,"Jiaminn Zhu","2024-04-16 09:13:05",0.79425,15,jiaminnzhu
954,11953497,"Dominik Ptaszek","2024-04-15 18:10:02",0.79425,7,dominikptaszek
955,11953541,"Riley Curran","2024-04-16 17:05:39",0.79425,6,rileycurran
956,11960059,"Lauren Baker","2024-04-16 19:39:20",0.79425,10,laurenfbaker
